,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv,mask,Time
2932,21,2,08:40,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 08:40:00
2933,21,2,08:50,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 08:50:00
2934,21,2,09:00,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:00:00
2935,21,2,09:10,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:10:00
2936,21,2,09:20,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:20:00
2937,21,2,09:30,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:30:00
2938,21,2,09:40,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:40:00
2939,21,2,09:50,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 09:50:00
2940,21,2,10:00,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 10:00:00
2941,21,2,10:10,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 10:10:00
2942,21,2,10:20,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 10:20:00
2943,21,2,10:30,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 10:30:00
2944,21,2,10:40,2.07,-2.37,24.0,35.55,148.46,23.42,23.46,23.45,3.29,11.53,0,2023-01-02 10:40:00
2945,21,2,10:50,3.73,4.44,28.72,34.34,149.78,60.71,60.8,60.8,3.29,34.1,1,2023-01-02 10:50:00
2946,21,2,11:00,4.26,4.29,29.11,34.32,170.76,0.01,0.01,0.01,3.29,189.48,1,2023-01-02 11:00:00
2947,21,2,11:10,5.02,0.93,29.25,35.08,154.07,0.02,0.02,0.02,3.29,329.33,1,2023-01-02 11:10:00
2948,21,2,11:20,5.2,3.3,28.7,35.49,167.34,0.03,0.03,0.03,3.29,341.01,1,2023-01-02 11:20:00
2949,21,2,11:30,4.61,2.39,28.36,36.09,169.21,0.02,0.02,0.02,3.29,239.1,1,2023-01-02 11:30:00
2950,21,2,11:40,5.3,-3.66,28.2,36.55,168.33,0.02,0.02,0.02,3.29,321.52,1,2023-01-02 11:40:00
2951,21,2,11:50,3.81,1.88,28.23,36.99,167.78,0.02,0.02,0.02,3.29,183.21,1,2023-01-02 11:50:00
2952,21,2,12:00,4.21,-4.99,28.46,37.34,176.01,0.02,0.02,0.02,3.29,160.32,1,2023-01-02 12:00:00
2953,21,2,12:10,4.9,-3.3,28.61,37.54,158.69,0.02,0.02,0.02,3.29,297.11,1,2023-01-02 12:10:00
2954,21,2,12:20,4.52,4.38,28.82,38.05,160.77,0.02,0.02,0.02,3.29,284.88,1,2023-01-02 12:20:00
2955,21,2,12:30,4.94,6.13,29.08,38.02,186.16,0.01,0.01,0.01,3.29,316.16,1,2023-01-02 12:30:00
2956,21,2,12:40,4.9,-3.11,29.2,38.14,171.99,0.01,0.01,0.01,3.29,231.04,1,2023-01-02 12:40:00
2957,21,2,12:50,5.14,-1.66,29.35,38.61,177.29,0.01,0.01,0.01,3.29,243.3,1,2023-01-02 12:50:00
2958,21,2,13:00,4.36,-8.34,29.48,38.68,157.85,0.01,0.01,0.01,3.29,195.22,1,2023-01-02 13:00:00
2959,21,2,13:10,4.43,2.43,29.63,39.0,162.15,0.01,0.01,0.01,3.29,183.13,1,2023-01-02 13:10:00
2960,21,2,13:20,4.53,1.72,29.86,39.1,184.24,0.01,0.01,0.01,3.29,229.99,1,2023-01-02 13:20:00
2961,21,2,13:30,3.76,-5.84,30.07,39.32,172.06,0.01,0.01,0.01,3.29,150.54,1,2023-01-02 13:30:00
2962,21,2,13:40,3.47,-0.63,30.24,40.05,159.22,0.01,0.01,0.01,3.29,131.07,1,2023-01-02 13:40:00
2963,21,2,13:50,2.33,13.53,30.53,40.48,160.86,54.99,54.99,55.0,3.29,1.06,1,2023-01-02 13:50:00
2964,21,2,14:00,3.73,-6.25,31.43,40.2,149.05,23.46,23.46,23.46,3.29,33.9,1,2023-01-02 14:00:00
2965,21,2,14:10,3.89,12.19,31.99,40.75,176.14,0.01,0.01,0.01,3.29,148.31,1,2023-01-02 14:10:00
2966,21,2,14:20,5.66,-12.07,31.68,40.93,186.06,0.01,0.01,0.01,3.29,227.72,1,2023-01-02 14:20:00
2967,21,2,14:30,3.32,-2.16,31.49,40.57,145.2,0.01,0.01,0.01,3.29,106.73,1,2023-01-02 14:30:00
2968,21,2,14:40,2.92,4.45,31.53,41.07,136.43,0.01,0.01,0.01,3.29,64.39,1,2023-01-02 14:40:00
2969,21,2,14:50,3.42,2.18,31.8,41.66,181.41,2.03,2.03,2.03,3.29,13.45,1,2023-01-02 14:50:00
2970,21,2,15:00,3.37,1.31,32.55,42.32,127.68,7.78,7.78,7.78,3.29,19.91,1,2023-01-02 15:00:00
2971,21,2,15:10,2.61,4.61,32.87,42.62,139.16,23.31,23.31,23.31,3.29,18.81,1,2023-01-02 15:10:00
2972,21,2,15:20,2.61,4.61,32.87,42.62,139.16,23.31,23.31,23.31,3.29,18.81,0,2023-01-02 15:20:00
2973,21,2,15:30,3.26,-5.23,33.65,42.69,185.43,4.9,4.9,4.9,3.29,42.28,1,2023-01-02 15:30:00
2974,21,2,15:40,2.4,3.99,33.93,42.42,189.21,0.01,0.01,0.01,3.29,37.4,1,2023-01-02 15:40:00
2975,21,2,15:50,1.73,-27.76,33.6,42.81,196.89,61.2,61.17,61.19,3.29,0.38,1,2023-01-02 15:50:00
2976,21,2,16:00,1.73,-27.76,33.6,42.81,196.89,61.2,61.17,61.19,3.29,0.38,0,2023-01-02 16:00:00
2977,21,2,16:10,3.8,-19.95,34.71,42.22,184.47,46.35,46.33,46.35,3.29,60.09,1,2023-01-02 16:10:00
2978,21,2,16:20,4.69,1.8,34.8,41.83,187.1,0.01,0.01,0.01,3.29,245.25,1,2023-01-02 16:20:00
2979,21,2,16:30,2.43,11.02,34.11,41.73,204.18,46.4,46.4,46.4,3.29,8.08,1,2023-01-02 16:30:00
2980,21,2,16:40,4.41,11.31,34.41,41.66,220.34,37.42,37.42,37.42,3.29,109.04,1,2023-01-02 16:40:00
2981,21,2,16:50,3.52,2.5,34.46,41.3,244.47,0.01,0.01,0.01,3.29,108.37,1,2023-01-02 16:50:00
2982,21,2,17:00,4.42,-5.34,33.88,41.53,238.57,0.01,0.01,0.01,3.29,190.3,1,2023-01-02 17:00:00
2983,21,2,17:10,3.46,3.74,33.7,41.56,221.54,0.01,0.01,0.01,3.29,119.74,1,2023-01-02 17:10:00
2984,21,2,17:20,6.08,-1.67,33.64,41.48,216.65,0.01,0.01,0.01,3.29,411.27,1,2023-01-02 17:20:00
2985,21,2,17:30,4.36,-1.83,33.52,41.42,225.55,0.01,0.01,0.01,3.29,193.71,1,2023-01-02 17:30:00
2986,21,2,17:40,4.46,1.29,33.49,41.89,228.99,0.01,0.01,0.01,3.29,206.27,1,2023-01-02 17:40:00
2987,21,2,17:50,5.39,2.36,33.37,41.97,223.41,0.01,0.01,0.01,3.29,361.56,1,2023-01-02 17:50:00
2988,21,2,18:00,6.26,-1.92,33.47,41.58,237.33,0.01,0.01,0.01,3.29,462.64,1,2023-01-02 18:00:00
2989,21,2,18:10,5.63,1.64,33.41,41.68,227.33,0.01,0.01,0.01,3.29,378.49,1,2023-01-02 18:10:00
2990,21,2,18:20,5.53,5.33,33.38,41.8,233.54,0.01,0.01,0.01,3.29,405.95,1,2023-01-02 18:20:00
2991,21,2,18:30,5.7,2.73,33.12,41.77,233.57,0.01,0.01,0.01,3.29,419.1,1,2023-01-02 18:30:00
2992,21,2,18:40,4.8,1.1,32.8,42.01,234.07,0.01,0.01,0.01,3.29,245.95,1,2023-01-02 18:40:00
2993,21,2,18:50,5.96,-4.24,32.65,41.89,235.95,0.01,0.01,0.01,3.29,387.8,1,2023-01-02 18:50:00
2994,21,2,19:00,5.15,1.68,32.47,41.84,239.98,0.01,0.01,0.01,3.29,325.15,1,2023-01-02 19:00:00
2995,21,2,19:10,5.93,-3.82,32.3,41.72,236.72,0.01,0.01,0.01,3.29,403.58,1,2023-01-02 19:10:00
2996,21,2,19:20,5.74,3.16,32.29,41.65,232.34,0.01,0.01,0.01,3.29,393.94,1,2023-01-02 19:20:00
2997,21,2,19:30,5.23,3.75,32.21,41.46,237.26,0.01,0.01,0.01,3.29,325.01,1,2023-01-02 19:30:00
2998,21,2,19:40,5.86,-2.31,31.99,41.53,234.09,0.01,0.01,0.01,3.29,368.06,1,2023-01-02 19:40:00
2999,21,2,19:50,5.02,-0.48,31.68,41.4,232.33,0.01,0.01,0.01,3.29,270.47,1,2023-01-02 19:50:00
3000,21,2,20:00,4.77,1.69,31.41,41.4,232.33,0.01,0.01,0.01,3.29,238.38,1,2023-01-02 20:00:00
3001,21,2,20:10,4.68,5.97,31.23,41.26,232.33,0.01,0.01,0.01,3.29,217.27,1,2023-01-02 20:10:00
3002,21,2,20:20,4.84,-3.58,31.02,41.19,232.33,0.01,0.01,0.01,3.29,236.56,1,2023-01-02 20:20:00
3003,21,2,20:30,4.38,-2.41,30.91,41.09,232.33,0.01,0.01,0.01,3.29,190.97,1,2023-01-02 20:30:00
3004,21,2,20:40,3.75,-2.18,30.72,41.09,232.33,0.01,0.01,0.01,3.29,127.93,1,2023-01-02 20:40:00
3005,21,2,20:50,3.71,-6.37,30.61,41.14,229.2,0.01,0.01,0.01,3.29,109.56,1,2023-01-02 20:50:00
3006,21,2,21:00,3.67,-4.99,30.47,41.11,219.76,0.01,0.01,0.01,3.29,117.16,1,2023-01-02 21:00:00
3007,21,2,21:10,3.94,-8.07,30.35,40.98,206.98,0.01,0.01,0.01,3.29,134.55,1,2023-01-02 21:10:00
3008,21,2,21:20,5.11,-8.08,30.28,40.81,190.57,0.01,0.01,0.01,3.29,257.66,1,2023-01-02 21:20:00
3009,21,2,21:30,7.24,-6.55,30.24,40.34,181.06,0.01,0.01,0.01,3.29,602.17,1,2023-01-02 21:30:00
3010,21,2,21:40,8.48,-2.78,29.97,39.88,159.42,0.01,0.01,0.01,3.29,941.44,1,2023-01-02 21:40:00
3011,21,2,21:50,8.5,-5.94,29.86,39.86,156.77,0.01,0.01,0.01,3.29,908.73,1,2023-01-02 21:50:00
3012,21,2,22:00,9.1,-7.11,29.68,40.08,147.02,0.01,0.01,0.01,3.29,1024.31,1,2023-01-02 22:00:00
3013,21,2,22:10,9.9,-2.36,29.41,40.0,131.65,0.02,0.03,0.03,3.29,1264.06,1,2023-01-02 22:10:00
3014,21,2,22:20,9.34,-1.63,29.13,39.85,131.65,0.04,0.04,0.05,51.24,1210.43,1,2023-01-02 22:20:00
3015,21,2,22:30,9.01,-7.34,28.8,40.27,131.65,0.04,0.04,0.05,64.93,1226.39,1,2023-01-02 22:30:00
3016,21,2,22:40,10.39,-3.82,28.51,40.56,131.65,0.25,0.25,0.26,64.93,1363.05,1,2023-01-02 22:40:00
3017,21,2,22:50,12.14,-2.82,28.35,40.26,131.62,6.4,6.4,6.4,64.93,1519.96,1,2023-01-02 22:50:00
3018,21,2,23:00,12.26,2.4,28.26,40.01,131.61,5.5,5.5,5.5,10.58,1520.08,1,2023-01-02 23:00:00
3019,21,2,23:10,11.8,6.7,28.15,39.99,131.61,3.4,3.4,3.4,148.52,1503.85,1,2023-01-02 23:10:00
3020,21,2,23:20,11.57,5.69,28.06,40.09,131.61,2.52,2.52,2.52,188.94,1457.82,1,2023-01-02 23:20:00
3021,21,2,23:30,10.03,3.24,27.73,40.43,131.61,0.04,0.04,0.02,95.69,1260.62,1,2023-01-02 23:30:00
3022,21,2,23:40,9.36,0.74,27.38,40.95,131.61,0.86,0.86,0.85,23.36,1097.95,1,2023-01-02 23:40:00
3023,21,2,23:50,9.37,-0.87,27.2,41.18,131.6,1.59,1.59,1.59,38.75,1147.93,1,2023-01-02 23:50:00
3024,22,2,00:00,8.53,1.05,32.31,33.39,-12.81,2.07,2.07,2.07,53.72,1065.54,1,2023-01-02 00:00:00
3025,22,2,00:10,6.95,5.33,32.14,33.35,-9.35,1.23,1.23,1.23,37.14,712.75,1,2023-01-02 00:10:00
3026,22,2,00:20,2.84,-1.19,31.64,33.12,-0.83,0.02,0.02,0.02,6.75,70.78,1,2023-01-02 00:20:00
3027,22,2,00:30,2.18,9.98,31.23,33.57,-12.3,18.4,18.4,18.4,2.39,16.05,1,2023-01-02 00:30:00
3028,22,2,00:40,3.19,8.34,31.73,34.61,4.64,60.05,60.05,60.05,1.92,20.32,1,2023-01-02 00:40:00
3029,22,2,00:50,3.6,7.4,32.48,35.14,34.46,0.01,0.01,0.01,12.86,117.01,1,2023-01-02 00:50:00
3030,22,2,01:00,4.42,-3.84,31.15,33.92,29.9,0.17,0.17,0.17,13.71,173.37,1,2023-01-02 01:00:00
3031,22,2,01:10,4.6,-4.3,30.58,32.71,45.09,0.03,0.03,0.03,24.29,234.17,1,2023-01-02 01:10:00
3032,22,2,01:20,5.22,-2.74,30.23,32.17,45.65,0.03,0.02,0.02,49.71,322.09,1,2023-01-02 01:20:00
3033,22,2,01:30,4.82,-2.51,29.94,31.77,45.65,0.28,0.28,0.28,49.71,265.11,1,2023-01-02 01:30:00
3034,22,2,01:40,4.77,1.73,29.72,31.39,45.65,0.04,0.04,0.04,49.71,246.06,1,2023-01-02 01:40:00
3035,22,2,01:50,4.21,-1.25,29.4,30.88,45.65,0.11,0.11,0.11,10.11,197.66,1,2023-01-02 01:50:00
3036,22,2,02:00,4.81,5.07,29.86,31.55,45.65,1.34,1.34,1.34,10.11,287.81,1,2023-01-02 02:00:00
3037,22,2,02:10,3.69,-0.83,29.48,30.87,42.34,0.02,0.02,0.02,10.11,137.92,1,2023-01-02 02:10:00
3038,22,2,02:20,4.72,-5.26,30.11,31.82,45.38,0.02,0.02,0.02,11.1,254.91,1,2023-01-02 02:20:00
3039,22,2,02:30,5.23,5.74,29.18,30.73,36.72,0.03,0.03,0.03,11.1,316.97,1,2023-01-02 02:30:00
3040,22,2,02:40,5.53,-6.79,28.67,30.16,47.15,0.03,0.03,0.03,11.1,351.47,1,2023-01-02 02:40:00
3041,22,2,02:50,5.65,2.78,28.4,29.75,34.89,0.04,0.03,0.04,11.1,400.29,1,2023-01-02 02:50:00
3042,22,2,03:00,5.79,4.22,28.23,29.48,37.39,0.04,0.04,0.04,11.1,422.97,1,2023-01-02 03:00:00
3043,22,2,03:10,4.89,-1.87,27.93,29.15,47.28,0.03,0.03,0.03,11.1,304.43,1,2023-01-02 03:10:00
3044,22,2,03:20,4.3,-0.71,27.69,28.75,47.28,0.02,0.02,0.03,11.1,213.5,1,2023-01-02 03:20:00
3045,22,2,03:30,4.74,6.55,27.49,28.6,57.72,0.02,0.02,0.02,11.1,248.17,1,2023-01-02 03:30:00
3046,22,2,03:40,4.56,-1.49,27.64,28.81,77.68,0.02,0.02,0.02,11.1,204.44,1,2023-01-02 03:40:00
3047,22,2,03:50,6.93,-6.82,27.86,29.25,56.32,0.05,0.05,0.06,69.97,740.09,1,2023-01-02 03:50:00
3048,22,2,04:00,7.59,-6.47,27.28,28.53,55.55,0.01,0.01,0.01,140.75,901.24,1,2023-01-02 04:00:00
3049,22,2,04:10,7.56,-2.79,27.18,28.4,55.55,0.01,0.01,0.01,183.15,873.01,1,2023-01-02 04:10:00
3050,22,2,04:20,6.43,-1.73,27.05,28.41,55.55,0.01,0.01,0.01,150.21,550.43,1,2023-01-02 04:20:00
3051,22,2,04:30,5.63,-0.78,26.84,28.51,55.55,0.01,0.01,0.01,125.47,375.28,1,2023-01-02 04:30:00
3052,22,2,04:40,5.94,-8.12,26.58,28.49,55.55,0.01,0.01,0.01,148.85,464.02,1,2023-01-02 04:40:00
3053,22,2,04:50,5.94,-8.17,26.41,28.38,55.16,0.01,0.01,0.01,140.6,450.38,1,2023-01-02 04:50:00
3054,22,2,05:00,6.99,-1.16,26.29,28.14,43.01,0.01,0.01,0.01,98.75,668.51,1,2023-01-02 05:00:00
3055,22,2,05:10,6.66,2.79,26.25,28.05,43.01,0.01,0.01,0.01,106.37,666.83,1,2023-01-02 05:10:00
3056,22,2,05:20,8.27,-0.55,26.2,27.9,43.01,0.01,0.01,0.01,162.53,1045.27,1,2023-01-02 05:20:00
3057,22,2,05:30,8.02,-3.55,26.18,27.82,43.01,0.01,0.01,0.01,80.12,946.08,1,2023-01-02 05:30:00
3058,22,2,05:40,7.36,-1.64,26.08,27.97,43.01,0.01,0.01,0.01,138.08,786.14,1,2023-01-02 05:40:00
3059,22,2,05:50,7.86,1.65,26.01,28.09,43.01,0.01,0.01,0.01,76.53,968.78,1,2023-01-02 05:50:00
3060,22,2,06:00,7.9,6.77,26.0,28.02,43.01,0.01,0.01,0.01,152.69,975.41,1,2023-01-02 06:00:00
3061,22,2,06:10,6.96,4.84,25.93,28.09,43.01,0.01,0.01,0.01,105.08,770.24,1,2023-01-02 06:10:00
3062,22,2,06:20,7.28,1.57,25.86,28.1,51.07,0.01,0.01,0.01,135.32,799.09,1,2023-01-02 06:20:00
3063,22,2,06:30,5.57,-8.91,25.72,28.1,55.52,0.01,0.01,0.01,79.31,393.91,1,2023-01-02 06:30:00
3064,22,2,06:40,5.53,-9.66,25.6,28.08,55.52,0.01,0.01,0.01,82.38,393.86,1,2023-01-02 06:40:00
3065,22,2,06:50,6.49,-4.36,25.49,28.08,45.7,0.01,0.01,0.01,71.43,564.2,1,2023-01-02 06:50:00
3066,22,2,07:00,6.49,-6.99,25.37,27.84,42.64,0.01,0.01,0.01,134.04,523.38,1,2023-01-02 07:00:00
3067,22,2,07:10,6.84,7.25,25.38,27.66,30.51,0.01,0.01,0.01,112.46,610.69,1,2023-01-02 07:10:00
3068,22,2,07:20,7.02,9.15,25.4,27.41,30.51,0.01,0.01,0.01,63.46,645.65,1,2023-01-02 07:20:00
3069,22,2,07:30,6.13,2.49,25.4,27.26,30.51,0.01,0.01,0.01,101.54,557.11,1,2023-01-02 07:30:00
3070,22,2,07:40,6.78,5.33,25.4,27.29,32.94,0.01,0.01,0.01,169.12,629.21,1,2023-01-02 07:40:00
3071,22,2,07:50,6.38,-1.41,25.4,27.29,43.01,0.01,0.01,0.01,169.12,545.7,1,2023-01-02 07:50:00
3072,22,2,08:00,6.28,-4.09,25.4,27.45,43.01,0.01,0.01,0.01,66.25,514.35,1,2023-01-02 08:00:00
3073,22,2,08:10,6.27,-2.28,25.4,27.5,43.01,0.01,0.01,0.01,57.92,520.62,1,2023-01-02 08:10:00
3074,22,2,08:20,7.01,-3.95,25.47,27.52,43.01,0.01,0.01,0.01,102.4,669.74,1,2023-01-02 08:20:00
3075,22,2,08:30,6.42,-8.25,25.51,27.5,43.04,0.01,0.01,0.01,76.18,517.29,1,2023-01-02 08:30:00
3076,22,2,08:40,5.62,-4.51,25.57,27.55,43.04,0.01,0.01,0.01,27.35,411.36,1,2023-01-02 08:40:00
3077,22,2,08:50,6.46,-2.87,25.64,27.59,43.04,0.01,0.01,0.01,27.35,585.49,1,2023-01-02 08:50:00
3078,22,2,09:00,6.93,-1.9,25.87,27.72,43.04,0.01,0.01,0.01,27.35,694.38,1,2023-01-02 09:00:00
3079,22,2,09:10,6.62,-2.51,26.16,27.83,43.04,0.01,0.01,0.01,49.76,682.48,1,2023-01-02 09:10:00
3080,22,2,09:20,5.59,2.29,26.46,28.08,43.04,0.01,0.01,0.01,49.76,433.0,1,2023-01-02 09:20:00
3081,22,2,09:30,5.65,3.98,26.76,28.3,43.04,0.01,0.01,0.01,16.74,415.13,1,2023-01-02 09:30:00
3082,22,2,09:40,6.57,3.91,27.15,28.45,48.74,0.01,0.01,0.01,16.74,619.27,1,2023-01-02 09:40:00
3083,22,2,09:50,6.28,-1.26,27.5,28.59,55.59,0.01,0.01,0.01,16.74,564.46,1,2023-01-02 09:50:00
3084,22,2,10:00,6.54,5.08,27.93,28.87,57.54,0.01,0.01,0.01,16.74,623.99,1,2023-01-02 10:00:00
3085,22,2,10:10,6.42,-4.5,28.29,29.24,68.12,0.01,0.01,0.01,16.74,575.44,1,2023-01-02 10:10:00
3086,22,2,10:20,6.56,-3.32,28.74,29.57,56.89,0.01,0.01,0.01,16.74,591.44,1,2023-01-02 10:20:00
3087,22,2,10:30,6.29,0.42,29.23,29.86,55.62,0.01,0.01,0.01,16.74,563.56,1,2023-01-02 10:30:00
3088,22,2,10:40,6.27,2.95,29.58,30.15,56.21,0.01,0.01,0.01,16.74,559.14,1,2023-01-02 10:40:00
3089,22,2,10:50,5.65,-5.5,29.96,30.45,59.19,0.01,0.01,0.01,16.74,362.55,1,2023-01-02 10:50:00
3090,22,2,11:00,6.1,-1.36,30.4,30.83,31.95,0.02,0.01,0.02,16.74,415.27,1,2023-01-02 11:00:00
3091,22,2,11:10,6.53,-0.08,30.83,30.97,49.06,0.02,0.01,0.02,16.74,564.05,1,2023-01-02 11:10:00
3092,22,2,11:20,7.42,-2.44,31.14,31.15,41.08,0.04,0.04,0.04,16.74,759.52,1,2023-01-02 11:20:00
3093,22,2,11:30,7.4,-1.82,31.35,31.29,46.66,0.01,0.01,0.01,16.74,699.87,1,2023-01-02 11:30:00
3094,22,2,11:40,4.59,-3.67,31.53,31.38,41.11,0.01,0.01,0.01,16.74,305.81,1,2023-01-02 11:40:00
3095,22,2,11:50,5.61,7.88,32.03,31.96,42.32,0.01,0.01,0.01,16.74,407.73,1,2023-01-02 11:50:00
3096,22,2,12:00,6.33,-2.97,32.3,32.18,62.25,0.02,0.02,0.02,16.74,476.76,1,2023-01-02 12:00:00
3097,22,2,12:10,6.71,0.36,32.49,32.31,56.06,0.02,0.02,0.02,16.74,572.21,1,2023-01-02 12:10:00
3098,22,2,12:20,5.56,-3.2,32.68,32.45,36.55,0.01,0.01,0.01,16.74,399.95,1,2023-01-02 12:20:00
3099,22,2,12:30,5.53,2.96,32.93,32.65,56.17,0.01,0.01,0.01,16.74,377.24,1,2023-01-02 12:30:00
3100,22,2,12:40,5.74,-7.51,33.04,32.61,62.73,0.01,0.01,0.01,16.74,435.78,1,2023-01-02 12:40:00
3101,22,2,12:50,5.63,-4.43,33.18,32.84,64.82,0.01,0.01,0.01,16.74,382.64,1,2023-01-02 12:50:00
3102,22,2,13:00,4.82,0.37,33.46,32.99,63.32,0.01,0.01,0.01,16.74,299.8,1,2023-01-02 13:00:00
3103,22,2,13:10,5.82,-5.79,33.57,33.07,57.42,0.01,0.01,0.01,16.74,396.71,1,2023-01-02 13:10:00
3104,22,2,13:20,4.39,3.37,33.72,33.08,56.78,0.01,0.01,0.01,16.74,196.61,1,2023-01-02 13:20:00
3105,22,2,13:30,4.01,5.51,33.98,33.26,67.53,0.01,0.01,0.01,16.74,202.58,1,2023-01-02 13:30:00
3106,22,2,13:40,4.98,-2.29,34.14,33.5,66.5,0.01,0.01,0.01,16.74,315.86,1,2023-01-02 13:40:00
3107,22,2,13:50,5.67,-2.03,34.28,33.56,55.43,0.01,0.01,0.01,16.74,399.27,1,2023-01-02 13:50:00
3108,22,2,14:00,4.98,2.17,34.4,33.55,66.82,0.01,0.01,0.01,16.74,304.57,1,2023-01-02 14:00:00
3109,22,2,14:10,6.79,-3.87,34.44,33.59,77.29,0.04,0.04,0.04,16.74,559.51,1,2023-01-02 14:10:00
3110,22,2,14:20,4.96,3.98,34.53,33.62,72.67,0.01,0.01,0.01,16.74,313.64,1,2023-01-02 14:20:00
3111,22,2,14:30,3.87,-1.78,34.72,33.9,60.02,0.01,0.01,0.01,16.74,169.98,1,2023-01-02 14:30:00
3112,22,2,14:40,6.37,7.91,34.98,34.22,76.2,0.01,0.01,0.01,16.74,539.37,1,2023-01-02 14:40:00
3113,22,2,14:50,5.41,-6.58,35.04,34.28,62.46,0.01,0.01,0.01,16.74,291.46,1,2023-01-02 14:50:00
3114,22,2,15:00,5.32,-0.57,35.21,34.36,71.08,0.01,0.01,0.01,16.74,387.71,1,2023-01-02 15:00:00
3115,22,2,15:10,4.2,3.98,35.33,34.41,64.83,0.01,0.01,0.01,16.74,209.67,1,2023-01-02 15:10:00
3116,22,2,15:20,4.57,-5.57,35.53,34.73,71.9,0.01,0.01,0.01,16.74,209.78,1,2023-01-02 15:20:00
3117,22,2,15:30,4.06,6.81,35.8,34.87,56.42,0.01,0.01,0.01,16.74,254.36,1,2023-01-02 15:30:00
3118,22,2,15:40,3.57,5.02,35.91,34.96,88.38,0.01,0.01,0.01,16.74,85.39,1,2023-01-02 15:40:00
3119,22,2,15:50,4.34,3.76,36.04,35.31,53.34,0.01,0.01,0.01,16.74,210.65,1,2023-01-02 15:50:00
3120,22,2,16:00,3.86,3.26,36.14,35.21,83.03,0.01,0.01,0.01,16.74,179.03,1,2023-01-02 16:00:00
3121,22,2,16:10,4.75,-3.23,36.29,35.45,87.97,0.01,0.01,0.01,16.74,178.05,1,2023-01-02 16:10:00
3122,22,2,16:20,5.63,-2.38,36.4,35.6,76.38,0.01,0.01,0.01,16.74,365.15,1,2023-01-02 16:20:00
3123,22,2,16:30,5.11,-3.73,36.37,35.35,76.77,0.01,0.01,0.01,16.74,314.56,1,2023-01-02 16:30:00
3124,22,2,16:40,5.68,-2.0,36.38,35.23,69.7,0.01,0.01,0.01,16.74,380.17,1,2023-01-02 16:40:00
3125,22,2,16:50,3.88,7.11,36.44,35.11,83.25,0.01,0.01,0.01,16.74,182.24,1,2023-01-02 16:50:00
3126,22,2,17:00,4.21,1.34,36.61,35.35,101.92,0.01,0.01,0.01,16.74,184.36,1,2023-01-02 17:00:00
3127,22,2,17:10,5.0,0.63,36.69,35.55,99.04,0.01,0.01,0.01,16.74,317.58,1,2023-01-02 17:10:00
3128,22,2,17:20,4.24,-0.92,36.7,35.44,99.04,0.01,0.01,0.01,16.74,210.75,1,2023-01-02 17:20:00
3129,22,2,17:30,4.27,-6.33,36.75,35.4,98.15,0.01,0.01,0.01,16.74,183.08,1,2023-01-02 17:30:00
3130,22,2,17:40,4.85,-2.55,36.79,35.45,90.55,0.01,0.01,0.01,16.74,259.69,1,2023-01-02 17:40:00
3131,22,2,17:50,4.73,-5.72,36.77,35.32,95.56,0.01,0.01,0.01,16.74,268.29,1,2023-01-02 17:50:00
3132,22,2,18:00,4.46,2.08,36.78,35.24,102.4,0.01,0.01,0.01,16.74,185.43,1,2023-01-02 18:00:00
3133,22,2,18:10,3.64,2.71,36.91,35.35,90.46,0.01,0.01,0.01,16.74,138.4,1,2023-01-02 18:10:00
3134,22,2,18:20,3.37,1.41,36.99,35.33,85.56,0.01,0.01,0.01,16.74,123.91,1,2023-01-02 18:20:00
3135,22,2,18:30,4.3,2.19,36.69,35.3,95.5,0.01,0.01,0.01,16.74,202.96,1,2023-01-02 18:30:00
3136,22,2,18:40,4.08,-6.48,36.41,35.17,88.27,0.01,0.01,0.01,16.74,184.66,1,2023-01-02 18:40:00
3137,22,2,18:50,3.98,0.71,36.29,35.03,86.8,0.01,0.01,0.01,16.74,176.41,1,2023-01-02 18:50:00
3138,22,2,19:00,3.62,-2.67,36.07,34.86,91.89,0.01,0.01,0.01,16.74,136.5,1,2023-01-02 19:00:00
3139,22,2,19:10,4.63,-1.53,36.07,34.95,108.11,0.01,0.01,0.01,16.74,188.8,1,2023-01-02 19:10:00
